CONCEPTICON_ID,CONCEPTICON_GLOSS_x,CHINESE,CHINESE_RT_MEAN,CHINESE_RT_ZSCORE,CHINESE_STROKE,LINE_IN_SOURCE_x,CONCEPTICON_GLOSS_y,ENGLISH,ENGLISH_VALENCE_MEAN,ENGLISH_AROUSAL_MEAN,ENGLISH_DOMINANCE_MEAN,LINE_IN_SOURCE_y
1616,CLOTH,布料,673.4653658536583,-0.4973448815843324,15.0,3582,CLOTH,cloth,0.51,0.19,0.287,3173
1619,GRANDDAUGHTER,孙女,655.74775,-0.5939306741534006,9.0,10741,GRANDDAUGHTER,granddaughter,0.823,0.445,0.389,7699
1620,SON,儿子,626.3279487179486,-0.7086014247771695,5.0,2060,SON,son,0.792,0.365,0.528,16444
1622,SHIRT,衬衫,734.59925,-0.3709411841459899,16.0,11329,SHIRT,shirt,0.698,0.186,0.231,15868
1623,SPEAK,说话,587.80025,-0.827527531097022,17.0,11477,SPEAK,speak,0.765,0.472,0.5,16549
1624,EMPTY,空,671.3969230769229,-0.5423515063224646,8.0,216,EMPTY,empty,0.188,0.183,0.081,5834
1628,SQUIRREL,松鼠,633.7643902439025,-0.6603851780498657,21.0,6120,SQUIRREL,squirrel,0.592,0.358,0.333,16741
1629,EVENING,傍晚,702.4011904761903,-0.5231896936451472,23.0,8991,EVENING,evening,0.458,0.185,0.318,6137
1631,FAST,快,667.1340476190477,-0.6671710604390165,7.0,99,FAST,quick,0.704,0.755,0.75,14083
1633,FLAT,扁,841.1084615384615,-0.0186430923012507,9.0,257,FLAT,flat,0.408,0.236,0.303,6815
1634,HUNDRED,百,729.169512195122,-0.3093332359852991,6.0,66,HUNDRED,hundred,0.604,0.37,0.406,8628
1635,OBEY,服从,723.5759999999998,-0.3950528813134256,12.0,6109,OBEY,obey,0.677,0.433,0.533,11968
1637,AUTHORITY,权威,670.3272499999999,-0.5611360075725222,15.0,10884,AUTHORITY,authority,0.592,0.592,0.934,1191
1638,TRUTH,真理,637.9976315789472,-0.7139990200490024,21.0,8013,TRUTH,truth,0.971,0.4,0.685,18407
1639,BEER,啤酒,696.3214634146344,-0.5027720490597051,21.0,8382,BEER,beer,0.592,0.654,0.5,1559
1641,SILK,绸缎,849.4412820512822,0.0356804099644784,23.0,11216,SILK,silk,0.76,0.115,0.3,16020
1642,NIECE,侄女,667.9764999999999,-0.5560834834819267,11.0,5545,NIECE,niece,0.771,0.32,0.4,11754
1644,RELATIVES,亲人,712.9178048780486,-0.5397780795688942,11.0,6555,RELATIVES,relative,0.5,0.378,0.386,14584
1645,SHORT,短,742.7784999999997,-0.2855329157805747,12.0,535,SHORT,short,0.184,0.264,0.237,15905
1654,LIGHTNING,闪电,745.1936842105262,-0.3305621778607833,10.0,11828,LIGHTNING,lightning,0.429,0.683,0.595,10241
1655,BLINK,眨眼,718.7760975609757,-0.4080488094191656,20.0,8015,BLINK,blink,0.552,0.316,0.324,1830
1657,TRUE,真,672.5968292682926,-0.5079779204187492,10.0,384,TRUE,true,0.896,0.436,0.777,18390
1666,MUTE,哑巴,696.874,-0.4761015981382748,13.0,10692,MUTE,mute,0.271,0.2,0.25,11530
1667,HOLE,窟窿,863.0835,0.0432337962419319,29.0,9711,HOLE,hole,0.531,0.31,0.33,8419
1669,ANCESTORS,祖宗,615.6849999999998,-0.7547269823915169,17.0,8032,ANCESTORS,ancestor,0.592,0.388,0.594,651
167,MAIL,邮件,692.0374358974359,-0.5339107292429573,13.0,6484,MAIL,mail,0.615,0.231,0.548,10603
1672,WRITE,写,672.473076923077,-0.6186907151953775,5.0,29,WRITE,write,0.612,0.387,0.534,19862
1673,ARM,胳膊,726.2169999999999,-0.3534763891173062,24.0,8118,ARM,arm,0.552,0.285,0.469,939
1674,POOR,贫穷,704.9228947368421,-0.4834037141248976,15.0,11585,POOR,poor,0.156,0.358,0.087,13319
1675,PROMISE,答应,596.4256097560975,-0.7762588523065109,19.0,9342,PROMISE,promise,0.823,0.5,0.704,13759
1678,HUT,棚屋,869.8233333333332,0.1249867785093842,21.0,9203,HUT,hut,0.633,0.27,0.375,8659
168,REST,休息,589.8259999999998,-0.8700480820921166,16.0,4000,REST,rest,0.907,0.167,0.3,14834
1680,HELMET,头盔,733.2884615384615,-0.3222042565594603,16.0,3520,HELMET,helmet,0.573,0.327,0.402,8263
1682,GUILTY,内疚,711.0407692307692,-0.4053447963353207,12.0,2525,GUILTY,guilty,0.135,0.77,0.352,7907
1683,BUSH,灌木,815.7381578947368,-0.1767945347626227,24.0,10515,BUSH,bush,0.413,0.22,0.315,2338
1688,FATE,命运,630.03925,-0.7008893767581754,15.0,5712,FATE,fate,0.571,0.479,0.712,6518
1690,FENCE,篱笆,866.7216216216214,0.052541136296719,26.0,10420,FENCE,fence,0.5,0.198,0.398,6601
1698,CURVED,弯曲,780.1568421052632,-0.1710048707330108,15.0,6800,CURVED,curved,0.542,0.407,0.337,4276
1702,HOLY,神圣,764.9460526315788,-0.3127415651489558,14.0,8038,HOLY,holy,0.812,0.112,0.69,8432
1711,TELL,告诉,682.3140000000001,-0.55401485150591,14.0,5033,TELL,tell,0.551,0.35,0.457,17714
1719,BURY,安葬,671.8873170731707,-0.5401448769611799,18.0,4430,BURY,bury,0.077,0.571,0.346,2335
1720,SIGN,记号,766.30225,-0.2724037542781813,10.0,11387,SIGN,sign,0.62,0.481,0.397,16005
1725,CORRECT (RIGHT),正确,611.62575,-0.8161079784622591,17.0,3718,CORRECT (RIGHT),correct,0.857,0.306,0.723,3914
1728,ROTTEN,腐烂,717.2176923076922,-0.4015886143066191,23.0,10057,ROTTEN,rotten,0.104,0.59,0.327,15127
1730,CHEEK,脸颊,663.6432500000001,-0.5817198297847439,23.0,11277,CHEEK,cheek,0.67,0.314,0.421,2868
1732,SKY,天,657.3460975609755,-0.6489036740841315,4.0,14,SKY,sky,0.958,0.234,0.401,16138
1733,RAINBOW,彩虹,646.3555,-0.6164095133354145,20.0,8462,RAINBOW,rainbow,0.878,0.35,0.462,14171
1735,TEAR (SHRED),撕,707.9419512195121,-0.3894113325952,15.0,684,TEAR (SHRED),tear,0.404,0.62,0.327,17669
174,PROUD,自豪,678.0622500000002,-0.5183886802460027,20.0,4739,PROUD,proud,0.906,0.7,0.873,13844
1740,PINE,松树,678.3465853658533,-0.5076319620063775,17.0,6119,PINE,pine,0.583,0.225,0.312,13058
1745,HIP,臀部,837.7544736842107,-0.0127096431102461,27.0,10433,HIP,hip,0.448,0.415,0.345,8376
1746,BLADDER,膀胱,775.8392682926828,-0.2408563410938393,24.0,10058,BLADDER,bladder,0.406,0.412,0.33,1786
1747,CUSTOM,风俗,690.7868421052631,-0.4972200970427865,13.0,3093,CUSTOM,custom,0.552,0.382,0.688,4287
1749,TAKE,拿走,715.16,-0.3807933557442589,17.0,7729,TAKE,take,0.828,0.537,0.348,17566
175,BLOW (OF WIND),刮,801.0494871794872,-0.0602649347414459,8.0,156,BLOW (OF WIND),blow,0.316,0.75,0.57,1868
1750,CHOOSE,选择,652.284,-0.6047445179230934,17.0,8238,CHOOSE,choose,0.615,0.542,0.648,2960
1752,LEAVE,离开,707.8499999999998,-0.3388147826288857,14.0,8779,LEAVE,leave,0.375,0.315,0.295,10090
1756,WIDOW,寡妇,636.2643902439024,-0.6491576498408885,20.0,9902,WIDOW,widow,0.25,0.45,0.265,19649
1757,TIRED,累,647.7743589743588,-0.6382785512980137,11.0,465,TIRED,tired,0.125,0.317,0.191,18026
1763,CLUB,俱乐部,722.4107692307696,-0.3895169155904769,25.0,22701,CLUB,club,0.646,0.618,0.393,3189
1766,FINISH,完成,644.2602564102564,-0.6503143075010467,13.0,5083,FINISH,finish,0.471,0.429,0.545,6714
1768,FOAM,泡沫,664.6781578947368,-0.5341191293826382,16.0,6217,FOAM,foam,0.698,0.23,0.204,6917
1773,GRAVE,坟墓,696.8354999999999,-0.4862085996049804,20.0,5057,GRAVE,grave,0.153,0.385,0.386,7746
1774,STINGY,吝啬,705.3651351351352,-0.4514244834688017,18.0,4988,STINGY,stingy,0.094,0.548,0.283,16936
1775,TABLE,桌子,691.2935897435898,-0.5195751122571153,13.0,7840,TABLE,table,0.551,0.17,0.284,17527
1776,SHAME,耻辱,674.635,-0.5025240061862827,20.0,8114,SHAME,shame,0.06,0.67,0.155,15793
1781,THUMB,拇指,740.5674358974358,-0.3421963969319297,17.0,6016,THUMB,thumb,0.673,0.271,0.361,17941
1782,GUEST,客人,677.47575,-0.503818241262868,11.0,6739,GUEST,guest,0.719,0.49,0.558,7896
1783,PAIN,疼痛,686.4868421052629,-0.5400218700816911,22.0,7988,PAIN,pain,0.012,0.765,0.395,12451
1788,TELEVISION,电视,614.50325,-0.7043227125638868,13.0,3833,TELEVISION,television,0.633,0.391,0.547,17713
1789,AGE,年龄,600.7312499999999,-0.7849151705359418,19.0,4469,AGE,age,0.561,0.226,0.498,373
1791,BUTTERFLY,蝴蝶,586.1707692307693,-0.7809339573784999,30.0,10267,BUTTERFLY,butterfly,0.892,0.327,0.314,2360
1793,BAT,蝙蝠,764.2529999999999,-0.2070874611755735,30.0,10266,BAT,bat,0.324,0.409,0.48,1469
1798,GUNPOWDER,火药,650.64625,-0.6006726782892137,13.0,3012,GUNPOWDER,gunpowder,0.425,0.853,0.509,7935
1804,BOMB,轰炸,663.3007500000001,-0.5572666351735138,17.0,11681,BOMB,bomb,0.167,0.912,0.75,1939
1808,PUS,脓,881.585625,0.1483186443621697,10.0,901,PUS,pus,0.135,0.431,0.226,14001
1810,DANGER,危险,601.7192307692308,-0.7645522237155593,15.0,4185,DANGER,danger,0.115,0.923,0.673,4356
1812,TRY,尝试,687.1689743589743,-0.4475210757497025,17.0,10763,TRY,try,0.604,0.551,0.556,18410
1814,ACCUSE,指控,768.4487499999999,-0.293447498482665,20.0,6885,ACCUSE,accuse,0.133,0.752,0.5,140
1817,WEST,西方,744.9060000000001,-0.31545785930526,10.0,4787,WEST,west,0.562,0.337,0.414,19571
1820,BEAR,熊,687.1575000000001,-0.5003907868023065,14.0,647,BEAR,bear,0.448,0.57,0.475,1519
1823,BORROW,借,662.5721621621622,-0.5950392267486997,10.0,320,BORROW,borrow,0.398,0.573,0.282,2018
1825,COPPER,铜,794.1438461538461,-0.1021489764450779,11.0,480,COPPER,copper,0.58,0.26,0.5,3871
1828,ASK (REQUEST),要求,629.395,-0.7623036278989611,16.0,7335,ASK (REQUEST),request,0.625,0.471,0.618,14753
183,BAKE,烘烤,686.5885000000001,-0.4930125687707572,20.0,7939,BAKE,bake,0.867,0.418,0.519,1328
1831,MEET,遇见,611.1829268292682,-0.7543256469124606,16.0,9815,MEET,meet,0.76,0.51,0.58,10906
1833,DINNER (SUPPER),晚饭,661.9760975609756,-0.5429723711081451,18.0,8603,DINNER (SUPPER),dinner,0.823,0.392,0.379,4940
1838,NAVEL,肚脐,815.1641025641026,-0.1401984605700413,17.0,5372,NAVEL,navel,0.448,0.261,0.276,11620
1839,CRY,哭,633.5564102564102,-0.7336952338701532,10.0,328,CRY,cry,0.133,0.627,0.255,4200
1840,BUILD,建立,638.8597560975609,-0.6552002378361034,13.0,6792,BUILD,build,0.771,0.546,0.806,2254
1841,SUSPECT,怀疑,659.4239024390242,-0.5570935379607662,21.0,5160,SUSPECT,suspect,0.133,0.75,0.509,17392
1846,RULE,规则,648.9502500000001,-0.6629675219951445,14.0,11345,RULE,rule,0.567,0.427,0.593,15184
1847,SICK,生病,734.3739999999999,-0.3961865996792962,15.0,3786,SICK,sick,0.104,0.431,0.136,15975
1848,QUARREL,吵架,676.7995000000002,-0.5712113058654016,16.0,5011,QUARREL,quarrel,0.112,0.929,0.496,14051
1850,COTTON,棉花,610.5142857142857,-0.7552302172310221,19.0,9194,COTTON,cotton,0.639,0.071,0.24,3953
1852,OFTEN,常常,629.4825,-0.6170597769061132,22.0,8443,OFTEN,frequently,0.596,0.423,0.634,7151
1853,DOVE,鸽子,685.0995,-0.491685828561997,14.0,12055,DOVE,dove,0.729,0.235,0.437,5378
1854,SPARROW,麻雀,652.2428205128206,-0.5346984253451565,22.0,8976,SPARROW,sparrow,0.583,0.46,0.327,16539
1856,SOFT,柔软,761.05175,-0.2813510712271673,17.0,6971,SOFT,soft,0.76,0.179,0.232,16390
1857,CROCODILE,鳄鱼,708.9656097560975,-0.3887844198252748,25.0,12042,CROCODILE,crocodile,0.344,0.708,0.61,4142
1867,COIN,硬币,631.5235897435897,-0.6459218892716194,16.0,9301,COIN,coin,0.677,0.574,0.445,3267
1869,BUY,购买,643.9512820512822,-0.658168222248721,14.0,11590,BUY,buy,0.771,0.769,0.612,2369
1871,CAMEL,骆驼,715.2833333333334,-0.4474449708702233,17.0,12021,CAMEL,camel,0.54,0.282,0.314,2452
1875,REGRET,后悔,668.476904761905,-0.637694061329792,16.0,4274,REGRET,sorry,0.406,0.362,0.212,16474
1879,DANCE,跳舞,612.8185365853658,-0.7431288437589966,27.0,9791,DANCE,dance,0.894,0.84,0.551,4351
1880,PASSIONATE,热情,633.3897435897436,-0.7429241091273826,21.0,10989,PASSIONATE,passionate,0.99,0.827,0.731,12637
1882,BEFORE,之前,665.4899999999999,-0.5424245438156308,12.0,2423,BEFORE,till,0.49,0.327,0.319,17983
1884,HARD,坚硬,766.0375000000001,-0.2865007204848305,19.0,10721,HARD,hard,0.302,0.708,0.616,8077
1886,ARMPIT,腋下,676.5405128205128,-0.4380112070826297,15.0,9367,ARMPIT,armpit,0.283,0.439,0.25,949
1887,CHEAP,便宜,671.1969230769231,-0.5842534179276719,17.0,6573,CHEAP,cheap,0.612,0.471,0.272,2853
1890,BELIEVE,相信,630.5214634146341,-0.6894718132977743,18.0,7146,BELIEVE,believe,0.781,0.37,0.682,1591
1894,ASHAMED,惭愧,686.6484615384616,-0.5104602157259678,23.0,10816,ASHAMED,ashamed,0.156,0.588,0.228,1011
1895,CLOTHES,衣服,627.77,-0.7263369591828536,14.0,4781,CLOTHES,clothes,0.833,0.27,0.414,3175
1897,HELP,帮助,704.7304878048781,-0.4504166719927549,16.0,7680,HELP,help,0.673,0.471,0.46,8265
1909,SHAKE,摇,705.9575,-0.4192562601303711,13.0,583,SHAKE,shake,0.439,0.689,0.539,15781
1917,TIE,绑,673.112857142857,-0.5472783195000078,9.0,890,TIE,tie,0.663,0.464,0.431,17972
1919,TORCH,火把,709.0279487179487,-0.4019335868017125,11.0,3006,TORCH,torch,0.531,0.63,0.545,18111
192,CORNER,角落,654.9753658536587,-0.5961474593978222,19.0,5390,CORNER,corner,0.4,0.296,0.366,3892
1924,VEIN,血管,675.1695,-0.5588339402726616,20.0,4761,VEIN,vein,0.347,0.373,0.318,19139
1926,OINTMENT,膏药,766.8807894736842,-0.2523553931688482,23.0,10060,OINTMENT,ointment,0.438,0.271,0.398,12093
1934,BEGGAR,乞丐,662.1472499999999,-0.5587115982568531,7.0,2147,BEGGAR,beggar,0.24,0.402,0.116,1568
1935,ANUS,肛门,848.451,-0.0315514098841299,10.0,5373,ANUS,anus,0.347,0.644,0.35,775
1938,FORTRESS,城堡,650.6026829268291,-0.5939311668783334,21.0,6702,FORTRESS,fortress,0.816,0.5,0.933,7064
1939,SWEAR,发誓,643.0751282051283,-0.7299296139493235,19.0,3358,SWEAR,swear,0.601,0.577,0.658,17424
194,FAMILY,户,692.9707894736845,-0.4624762587152988,4.0,17,FAMILY,family,0.968,0.383,0.643,6466
1941,SOLDIER,士兵,659.421794871795,-0.5583766069856775,10.0,2191,SOLDIER,soldier,0.392,0.708,0.768,16409
1943,CROWN (OF HEAD),王冠,863.61275,-0.0295113574906026,13.0,3051,CROWN (OF HEAD),crown,0.708,0.572,0.737,4168
1963,IMMEDIATELY,立刻,587.7828571428572,-0.86980920252817,13.0,3903,IMMEDIATELY,immediately,0.552,0.78,0.707,8806
1964,ALONE,单独,669.45525,-0.6673548571399908,17.0,5638,ALONE,alone,0.333,0.167,0.216,534
1967,CALENDAR,日历,619.4136842105263,-0.7301418743975462,8.0,2888,CALENDAR,calendar,0.48,0.212,0.473,2427
1968,SOYA SAUCE,酱油,741.6935,-0.3230918204371481,21.0,11748,SOYA SAUCE,soy sauce,0.573,0.382,0.318,16512
197,OTHER,其他,635.3289473684212,-0.6669664491356505,13.0,5573,OTHER,other,0.472,0.23,0.259,12266
1973,DEMON,恶魔,707.5305000000001,-0.5102273001998181,30.0,10810,DEMON,demon,0.037,0.908,0.509,4625
1974,CENTIPEDE,蜈蚣,682.7412195121952,-0.4761811380239861,23.0,9756,CENTIPEDE,centipede,0.296,0.399,0.361,2738
1977,DEW,露,689.8512820512819,-0.5178695834720695,21.0,813,DEW,dew,0.604,0.225,0.464,4835
1986,DISEASE,疾病,596.3182926829268,-0.8016448598983187,20.0,7992,DISEASE,disease,0.041,0.539,0.333,5056
1989,CALF,牛犊,826.3499999999999,-0.0224397268060102,16.0,3044,CALF,calf,0.531,0.366,0.336,2429
1993,SELF,自己,612.426052631579,-0.7453944943248407,9.0,4725,SELF,self,0.704,0.37,0.5,15640
1999,OVERCOME,克服,641.597380952381,-0.7177517765376956,15.0,4911,OVERCOME,overcome,0.719,0.689,0.848,12338
2,DUST,灰尘,689.9024324324324,-0.5349170152164233,12.0,4648,DUST,dust,0.344,0.246,0.241,5550
2002,DITCH,沟,698.5144736842105,-0.5358492817942583,7.0,118,DITCH,ditch,0.357,0.364,0.322,5229
2003,FLOW,流,746.3542105263159,-0.3607799372915612,10.0,277,FLOW,flow,0.696,0.316,0.464,6880
2005,MASK,面具,683.8464285714284,-0.5829458099870941,17.0,7419,MASK,mask,0.51,0.49,0.537,10776
2006,FILL,填,735.9871794871793,-0.3045587094803164,13.0,575,FILL,fill,0.729,0.449,0.637,6680
2008,RESCUE,救援,722.2034146341463,-0.3459083345094844,23.0,8574,RESCUE,rescue,0.806,0.926,0.85,14766
2009,DOG,狗,650.89275,-0.5619884302048865,8.0,210,DOG,dog,0.704,0.5,0.407,5291
2011,COFFIN,棺材,697.2755000000001,-0.4646998100500298,19.0,9208,COFFIN,coffin,0.073,0.432,0.343,3252
2014,GO DOWN (DESCEND),降落,687.9637500000001,-0.5703598501247374,20.0,7407,GO DOWN (DESCEND),descend,0.385,0.535,0.231,4712
2016,JEALOUSY,嫉妒,648.4174999999999,-0.6435227608687273,20.0,9522,JEALOUSY,jealousy,0.146,0.783,0.481,9651
2017,MIX,混合,715.1478048780489,-0.4372629171754719,18.0,8652,MIX,mix,0.542,0.49,0.472,11211
2018,GREEDY,贪婪,754.4555263157895,-0.2524319869898699,19.0,11581,GREEDY,greedy,0.125,0.66,0.476,7783
202,STRENGTH,力气,722.1170731707317,-0.3940832451719259,6.0,2075,STRENGTH,strength,0.802,0.682,0.858,17037
2022,ADMIT,承认,595.4134146341463,-0.7856232024628483,12.0,5975,ADMIT,admit,0.538,0.423,0.667,260
2024,PLOT,情节,705.967,-0.439366385408093,16.0,8495,PLOT,plot,0.469,0.567,0.51,13207
203,MARRY,结婚,621.2887179487179,-0.7915536242250799,20.0,11176,MARRY,marry,0.896,0.765,0.673,10755
2035,POND,池塘,702.2741025641028,-0.4431046826435688,19.0,4637,POND,pond,0.52,0.337,0.358,13305
2040,BUCKWHEAT,荞,1029.2007142857142,0.9363213946717204,9.0,906,BUCKWHEAT,buckwheat,0.49,0.471,0.434,2233
2041,HEMP,麻,697.172105263158,-0.4956972802298979,11.0,484,HEMP,hemp,0.469,0.439,0.422,8281
2052,BUCKET,水桶,680.0699999999999,-0.5453573723282273,15.0,2984,BUCKET,bucket,0.408,0.167,0.336,2228
2057,DUNG (ANIMAL FAECES),肥料,715.3778571428572,-0.4013593062379308,18.0,6362,DUNG (ANIMAL FAECES),dung,0.104,0.549,0.149,5535
2058,STOOL,凳子,730.0234146341461,-0.426633435029098,17.0,9879,STOOL,stool,0.448,0.269,0.302,16971
2060,STORY,故事,675.054358974359,-0.5252438963194573,17.0,6920,STORY,story,0.653,0.406,0.704,16990
2062,INTEREST,利息,699.4509999999998,-0.380832868363176,17.0,4944,INTEREST,interest,0.78,0.667,0.618,9402
2069,SOAK (VERB),泡,666.8172972972974,-0.5540226762177174,8.0,201,SOAK (VERB),soak,0.48,0.37,0.24,16356
207,SPARSE,寥寥,820.9630769230771,-0.1677957737578537,28.0,9903,SPARSE,sparse,0.24,0.367,0.209,16540
2072,USE (VERB),用,633.2197435897436,-0.6500636444988002,5.0,42,USE (VERB),use,0.438,0.358,0.409,19021
2073,ROB (VERB),抢劫,698.7699999999999,-0.3877716462776321,14.0,10831,ROB (VERB),rob,0.112,0.84,0.5,15067
2076,SPROUT (VERB),发芽,692.0046153846156,-0.403519627491726,12.0,3343,SPROUT (VERB),sprout,0.582,0.565,0.443,16707
208,NASAL MUCUS (SNOT),鼻涕,770.3095000000001,-0.3566608699986662,24.0,10126,NASAL MUCUS (SNOT),snot,0.214,0.34,0.269,16332
2099,CHILD,孩子,635.4023076923078,-0.7144791160600173,12.0,6736,CHILD,child,0.912,0.46,0.413,2915
21,TASTE (SOMETHING),品味,681.731707317073,-0.5248884522117283,17.0,6678,TASTE (SOMETHING),taste,0.802,0.406,0.465,17635
210,LIFE,生命,628.1366666666667,-0.6793938746901238,13.0,3781,LIFE,life,0.918,0.615,0.824,10213
2102,BURN,燃烧,656.9021052631579,-0.5998623933206088,26.0,10355,BURN,burn,0.219,0.783,0.509,2321
212,FIELD,田,769.3545945945948,-0.2131484689231568,5.0,43,FIELD,field,0.64,0.38,0.336,6652
2134,RAISE (BRING UP),提高,646.1946153846152,-0.6582873721329664,22.0,9124,RAISE (BRING UP),raise,0.885,0.685,0.765,14182
2149,CHOP (INTO PIECES),剁,756.0892499999998,-0.3409227917081389,8.0,483,CHOP (INTO PIECES),chop,0.25,0.655,0.467,2963
2154,PLOUGH (INSTRUMENT),犁,851.2655263157897,-0.0550099139928553,11.0,454,PLOUGH (INSTRUMENT),plow,0.531,0.56,0.456,13211
2159,GROUND,地,665.0742499999999,-0.6400244683236362,6.0,58,GROUND,ground,0.398,0.343,0.602,7842
216,MOVIE,电影,627.6904999999999,-0.7708166897858824,20.0,3838,MOVIE,movie,0.792,0.56,0.471,11442
2165,SLOWLY,慢慢,716.2087179487179,-0.3843994731263705,28.0,9911,SLOWLY,slowly,0.427,0.185,0.295,16224
219,TOILET,厕所,575.0743902439026,-0.8685791789642323,16.0,10686,TOILET,toilet,0.49,0.29,0.233,18060
2190,TASTE,味道,629.8405,-0.6978041040100463,20.0,5701,TASTE,savor,0.827,0.552,0.526,15369
2194,FRONT (PART),前面,634.6855,-0.682196650630758,18.0,6641,FRONT (PART),front,0.677,0.35,0.623,7193
2214,AFFAIR,事情,643.288,-0.6452969641833025,19.0,5521,AFFAIR,affair,0.52,0.459,0.657,330
2216,BECOME NUMB,麻木,742.5992105263156,-0.3227112171287439,15.0,8973,BECOME NUMB,numb,0.108,0.42,0.352,11918
2232,KEEN OR SUBTLE,微妙,724.7887804878048,-0.3234463286638873,20.0,9530,KEEN OR SUBTLE,subtle,0.708,0.167,0.228,17195
224,MORTAR,臼,1024.245925925926,0.5686311661528992,6.0,689,MORTAR,mortar,0.333,0.627,0.562,11376
2242,BEETLE,甲虫,699.7186842105264,-0.4785236742888082,11.0,3812,BEETLE,beetle,0.323,0.356,0.295,1562
2243,REPAIR,补,644.1910526315789,-0.5774694427275534,7.0,223,REPAIR,repair,0.583,0.46,0.589,14683
2244,METAL,金属,737.9754999999999,-0.3163833601694722,20.0,6508,METAL,metal,0.551,0.429,0.547,10991
2246,BELL,钟,630.5579487179489,-0.6783985860500067,9.0,717,BELL,bell,0.552,0.51,0.505,1597
2247,CATERPILLAR,毛虫,840.1168571428574,0.0285684410506978,10.0,2940,CATERPILLAR,caterpillar,0.461,0.286,0.33,2660
225,PESTLE,杵,911.3156666666664,0.210281413472553,8.0,193,PESTLE,pestle,0.427,0.463,0.426,12925
2271,THINK,想,641.1735897435898,-0.6308744001502296,13.0,577,THINK,think,0.786,0.408,0.618,17881
2291,VOLCANO,火山,723.0369047619047,-0.3329427720015142,7.0,3002,VOLCANO,volcano,0.24,0.844,0.787,19338
2295,SUNSET,日落,709.0342105263156,-0.3965718932919936,16.0,2896,SUNSET,sunset,0.875,0.231,0.298,17294
2296,SUNRISE,日出,768.0113157894738,-0.3172084948616816,9.0,2889,SUNRISE,sunrise,0.823,0.347,0.64,17291
2297,DUSK,黄昏,674.7955,-0.5626109275410439,19.0,8985,DUSK,dusk,0.532,0.276,0.519,5548
2316,FREE,自由,655.8235897435898,-0.612765278886253,11.0,4729,FREE,free,0.896,0.5,0.544,7130
2318,CHESTNUT,栗子,807.1525,-0.1588564998858259,13.0,7797,CHESTNUT,chestnut,0.714,0.21,0.294,2901
2334,MELT,融化,687.0489999999999,-0.4600755897276157,20.0,10374,MELT,melt,0.448,0.615,0.312,10919
2335,CUNNING,狡猾,691.47925,-0.4590985245443482,21.0,7091,CUNNING,cunning,0.604,0.685,0.683,4241
2344,PETROL,汽油,648.1926315789475,-0.5973062891333011,15.0,5299,PETROL,petrol,0.418,0.519,0.577,12936
2348,CRAB,螃蟹,760.5321052631579,-0.3020525557858674,35.0,10373,CRAB,crab,0.421,0.396,0.33,4027
2349,SHRIMP,虾,688.8836842105262,-0.4492443751293173,9.0,308,SHRIMP,shrimp,0.571,0.361,0.425,15943
2352,DRAGONFLY,蜻蜓,791.5707894736842,-0.104564812484355,26.0,10093,DRAGONFLY,dragonfly,0.571,0.373,0.357,5402
2354,CRICKET,蟋蟀,797.9789999999998,-0.247178441399118,34.0,10450,CRICKET,cricket,0.423,0.539,0.37,4115
2359,LOTUS,荷花,641.7985000000001,-0.5998871271152117,17.0,8839,LOTUS,lotus,0.604,0.377,0.51,10445
236,STEPMOTHER,继母,645.2853658536585,-0.6171794486981388,15.0,11195,STEPMOTHER,stepmother,0.427,0.53,0.484,16887
2366,ONION,洋葱,696.5105,-0.4027233840971427,21.0,7010,ONION,onion,0.378,0.367,0.382,12126
2374,DREAM,梦想,623.62075,-0.6943309957725813,24.0,8615,DREAM,dream,0.844,0.157,0.328,5428
2376,HORIZONTAL,横,706.9277499999998,-0.4021671139858488,15.0,690,HORIZONTAL,horizontal,0.573,0.304,0.387,8508
2386,TURKEY,火鸡,801.9842500000002,-0.11949584823599,11.0,3018,TURKEY,turkey,0.634,0.245,0.247,18453
24,PRAY,祈祷,704.9953658536585,-0.4072176388578628,19.0,7182,PRAY,pray,0.714,0.127,0.627,13455
240,ELECTION,选举,768.3084999999999,-0.2819719368340889,18.0,8237,ELECTION,election,0.625,0.519,0.651,5708
2401,PICTURE,画面,695.3442499999998,-0.5277256813003288,17.0,6285,PICTURE,picture,0.714,0.308,0.462,13019
2403,TOY,玩具,636.1235897435898,-0.6616214532176359,16.0,6272,TOY,toy,0.878,0.42,0.275,18163
2407,BIRTHDAY,生日,579.91325,-0.8539619685656913,9.0,3777,BIRTHDAY,birthday,0.969,0.844,0.575,1746
2408,CAKE,蛋糕,624.6261111111112,-0.7255692140914908,27.0,8864,CAKE,cake,0.81,0.375,0.287,2414
2409,BROWN,棕色,713.381081081081,-0.3837249646744703,18.0,9200,BROWN,brown,0.396,0.202,0.293,2208
2411,HURT (SOMEBODY),伤害,636.7439024390243,-0.6525098934193884,16.0,10620,HURT (SOMEBODY),hurt,0.062,0.773,0.291,8647
242,COST,价钱,627.8076315789474,-0.6943099154129528,16.0,3968,COST,cost,0.365,0.42,0.439,3946
2423,CHANNEL,频道,700.9443589743588,-0.3996087969444077,25.0,11952,CHANNEL,channel,0.49,0.287,0.405,2801
2425,PROBLEM,问题,642.3758974358975,-0.570136159457223,18.0,11839,PROBLEM,problem,0.062,0.644,0.415,13673
2427,FUTURE,前途,614.6764102564103,-0.7070291748420915,19.0,6643,FUTURE,future,0.888,0.644,0.786,7293
